section,address,size,symbol,source_file
.data,0x60005788,,_start_envp,C:/usr/xtensa/XtDevTools/install/builds/RI-2022.10-win32/HiFi_220715_v3p/xtensa-elf/arch/lib/crt1-boards.o
.data,0x6000578c,,__dso_handle,C:/usr/xtensa/XtDevTools/install/builds/RI-2022.10-win32/HiFi_220715_v3p/xtensa-elf/lib/xcc/crtbegin.o
.data,0x600057b0,,g_VMEMTableHIFI0,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/vmem.o
.data,0x600057f0,,g_VMEMTableHIFI1,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/vmem.o
.data,0x60005830,,g_VMEMTableHIFI2,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/vmem.o
.data,0x60005860,,g_VMEMTableMCU1,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/vmem.o
.data,0x60005890,,g_pBUFMGRTable,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(bufmgr.o
.data,0x60005894,,g_pCLKRSTTable,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(clkrst.o
.data,0x600058a0,,g_I2SRXDevices,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(i2srx.o
.data,0x60005930,,g_I2STXDevices,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(i2stx.o
.data,0x600059c0,,g_pIRQHIFI1Regs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.data,0x600059c4,,g_pIRQHIFI2Regs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.data,0x600059c8,,g_pIRQMCU0Regs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.data,0x600059cc,,g_pIRQMCU1Regs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.data,0x600059d0,,g_pEVCTR0Table,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.data,0x600059d4,,g_pEVCTR1Table,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.data,0x600059d8,,g_pEVMGRRegs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.data,0x600059dc,,g_pIRQHIFI0Regs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.data,0x600059e0,,g_MUTEXMsgRepInfo,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(mutex.o
.data,0x600059ec,,g_pPADCFGTable,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(padcfg.o
.data,0x600059f0,,g_pPINMUXTable,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(pinmux.o
.data,0x600059f4,,g_pPLLRegs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(pll.o
.data,0x600059f8,,g_pPLLDIGRegs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(pll.o
.data,0x600059fc,,g_REFCLKRegs,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(pll.o
.data,0x60005a00,,g_pFRTTable,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(frt.o
.Host.data,0x60005a10,,msg2,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a30,,msg3,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a40,,msg4,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a50,,msg5,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a60,,msg6,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a7c,,status_flag,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a80,,stream_change_flag,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a84,,temp_status,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a88,,pstatus,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.data,0x60005a8c,,MCU_Ready,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Host.data,0x60005a90,,pPDst_HIFI0_Command,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Host.data,0x60005a94,,pPDst_HIFI0_Status,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Host.data,0x60005a98,,bMCU1MsgRcvd,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Host.data,0x60005a99,,bMCU1RepRcvd,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Host.data,0x60005aa0,,msg1,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/targetinit.o
.Host.data,,,__llvm_prf_names,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/targetinit.o
.Host.data,0x60005aa8,0,x0,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/targetinit.o
.note.gnu.build-id,0x60005aa8,0,x0,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/targetinit.o
.bss,0x60005ab0,,au_result,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.bss,0x60005ac0,,I2SRX0Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005ac4,,I2SRX8Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005ad0,,I2SRX8DeviceMEM,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005adc,,I2SRX1Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005ae0,,I2SRX2Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005ae4,,I2STX2Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005ae8,,I2STX3Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005aec,,I2STX4Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005af0,,I2STX6Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005b00,,I2STX6DeviceMEM,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005b0c,,I2STX7Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005b10,,I2STX8Handle,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.bss,0x60005b14,,bIFSPadEnabled,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/targetinit.o
.bss,0x60005b18,,IFSIntCnt,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/targetinit.o
.bss,0x60005b20,,g_pBUFMGRChMaintTable,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(bufmgr.o
.bss,0x60005b70,,g_BUFMGRChInfo,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(bufmgr.o
.bss,0x60005c10,,g_irq_table,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.bss,0x60005ed4,,g_pCurrIRQReg,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(int.o
.bss,0x60005ee0,,g_PadsIntInfo,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/libdrv\libdrv_HIFI0.a(pinmux.o
.bss,0x60005ef0,,_MemErrorSave,C:/usr/xtensa/XtDevTools/install/builds/RI-2022.10-win32/HiFi_220715_v3p/xtensa-elf/arch/lib/\libhandlers-board.a(memerror-vector-S--handler-.o
.clib.bss,0x60005efc,,__progname,C:/usr/xtensa/XtDevTools/install/builds/RI-2022.10-win32/HiFi_220715_v3p/xtensa-elf/lib/\libc.a(clibrary_init.o
.clib.bss,0x60005f00,,_Atcount0,C:/usr/xtensa/XtDevTools/install/builds/RI-2022.10-win32/HiFi_220715_v3p/xtensa-elf/lib/\libc.a(xtensa_exit.o
.clib.bss,0x60005f04,,_atexitfns,C:/usr/xtensa/XtDevTools/install/builds/RI-2022.10-win32/HiFi_220715_v3p/xtensa-elf/lib/\libc.a(xtensa_exit.o
.clib.bss,0x60005f08,,_atexitfree,C:/usr/xtensa/XtDevTools/install/builds/RI-2022.10-win32/HiFi_220715_v3p/xtensa-elf/lib/\libc.a(xtensa_exit.o
.clib.percpu.bss,0x60006008,,_reent_ptr,C:/usr/xtensa/XtDevTools/install/builds/RI-2022.10-win32/HiFi_220715_v3p/xtensa-elf/lib/\libc.a(reent_bss.o
.Host.text,0x600086a0,,au_stateinfo_comparison,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.text,0x600087c4,,au_controlword_process,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.text,0x60008a74,,au_stateinfo_update,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.text,0x60008b48,,input_config,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.text,0x60008c10,,au_controlword_process_core1,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.text,0x60008c74,,au_controlword_process_core2,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.text,0x60008cd8,,au_stateinfo_compare,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_main.o
.Host.text,0x60008dc4,,MutexMsgRepCallback,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Host.text,0x60008e5c,,configure_mutex,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/targetinit.o
.Host.text,0x60008e98,,enable_mutex,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/kernel/target/hifi5/targetinit.o
.Isr.text,0x60008ec4,,I2SRX0Callback,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Isr.text,0x60008fa0,,I2STX2Callback,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Framework.text,0x600090d0,0x1,c60,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/isr_handler.o
.Framework.text,0x600091d4,,au_postprocess,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audiopostprocess.o
.Framework.text,0x60009210,,audioprocess,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x60009308,,au_memallocation,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x6000946c,,au_resetsystemvariables,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x6000948c,,mpcmprocess,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x6000987c,,au_reset_buf,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x600098e4,,isinbitstreamavailable,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x60009910,,isoutpcmbufavailable,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x60009948,,au_inbitstreambuf2processingbuf,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x60009970,,au_ptr_update,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x600099a0,,au_processingbuf2outpcmbuf,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x60009a30,,routing_12_channel,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
.Framework.text,0x60009a8c,,iccdata_sendc0toc1,D:/Skyworks/DTS/DTSX_VX_INT/SM4G_DTSVX_RT_CH_SWAP/SM4G_HIFI5Core0/bin/HiFi_220715_v3p_HiFi0/Debug/source/au_framework/src/c0_audioprocess.o
